site name,site id,ccamlr region,Longitude EPSG:4326,Latitude EPSG:4326,common name,day,month,year,season starting,count,accuracy,count type,vantage,reference,notes
Bryde Island East,BRYE,48.1,-62.927222,-64.889722,gentoo penguin,6,1,2010,2009,560,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Bryde Island East,BRYE,48.1,-62.927222,-64.889722,gentoo penguin,15,12,2010,2010,505,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Bryde Island East,BRYE,48.1,-62.927222,-64.889722,gentoo penguin,1,2,2012,2011,741,1,chicks,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Bryde Island East,BRYE,48.1,-62.927222,-64.889722,gentoo penguin,22,12,2011,2011,558,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Bryde Island East,BRYE,48.1,-62.927222,-64.889722,gentoo penguin,11,1,2013,2012,620,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Bryde Island East,BRYE,48.1,-62.927222,-64.889722,gentoo penguin,12,12,2012,2012,223,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Bryde Island East,BRYE,48.1,-62.927222,-64.889722,gentoo penguin,13,1,2014,2013,477,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Bryde Island East,BRYE,48.1,-62.927222,-64.889722,gentoo penguin,15,12,2013,2013,397,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Bryde Island East,BRYE,48.1,-62.927222,-64.889722,gentoo penguin,22,1,2015,2014,626,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Bryde Island East,BRYE,48.1,-62.927222,-64.889722,gentoo penguin,12,12,2014,2014,599,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Bryde Island East,BRYE,48.1,-62.927222,-64.889722,gentoo penguin,14,1,2016,2015,556,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Bryde Island East,BRYE,48.1,-62.927222,-64.889722,gentoo penguin,26,1,2016,2015,527,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Bryde Island East,BRYE,48.1,-62.927222,-64.889722,gentoo penguin,20,1,2017,2016,510,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Bryde Island East,BRYE,48.1,-62.927222,-64.889722,gentoo penguin,23,12,2016,2016,515,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Bryde Island East,BRYE,48.1,-62.927222,-64.889722,gentoo penguin,7,1,2018,2017,520,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Bryde Island East,BRYE,48.1,-62.927222,-64.889722,gentoo penguin,20,1,2018,2017,525,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Bryde Island East,BRYE,48.1,-62.927222,-64.889722,gentoo penguin,16,2,2018,2017,626,1,chicks,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Bryde Island East,BRYE,48.1,-62.927222,-64.889722,gentoo penguin,16,12,2017,2017,527,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Bryde Island East,BRYE,48.1,-62.927222,-64.889722,gentoo penguin,3,1,2019,2018,531,1,nests,uav,"<strong>Hart, T., </strong><i> ????a</i>. PenguinWatch. dataset.",None
Bryde Island East,BRYE,48.1,-62.927222,-64.889722,gentoo penguin,14,1,2019,2018,517,1,nests,uav,"<strong>Hart, T., </strong><i> ????a</i>. PenguinWatch. dataset.",None
Bryde Island East,BRYE,48.1,-62.927222,-64.889722,gentoo penguin,7,12,2018,2018,626,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Bryde Island East,BRYE,48.1,-62.927222,-64.889722,gentoo penguin,16,12,2018,2018,530,1,nests,uav,"<strong>Hart, T., </strong><i> ????a</i>. PenguinWatch. dataset.",None
Bryde Island East,BRYE,48.1,-62.927222,-64.889722,gentoo penguin,26,12,2018,2018,505,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Bryde Island South,BRYS,48.1,-62.950833,-64.901111,gentoo penguin,6,2,1987,1986,550,3,chicks,ground,"<strong>Poncet, S. and J. Poncet, </strong><i> 1987</i>. Censuses of penguin populations of the Antarctic Peninsula 1983-1987. British Antarctic Survey Bulletin 77:109- 129.",None
Bryde Island South,BRYS,48.1,-62.950833,-64.901111,gentoo penguin,24,12,2006,2006,818,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Bryde Island South,BRYS,48.1,-62.950833,-64.901111,gentoo penguin,3,1,2009,2008,753,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Bryde Island South,BRYS,48.1,-62.950833,-64.901111,gentoo penguin,29,1,2009,2008,784,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Bryde Island South,BRYS,48.1,-62.950833,-64.901111,gentoo penguin,8,12,2008,2008,979,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Bryde Island South,BRYS,48.1,-62.950833,-64.901111,gentoo penguin,6,1,2010,2009,917,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Bryde Island South,BRYS,48.1,-62.950833,-64.901111,gentoo penguin,15,12,2010,2010,722,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Bryde Island South,BRYS,48.1,-62.950833,-64.901111,gentoo penguin,1,2,2012,2011,925,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Bryde Island South,BRYS,48.1,-62.950833,-64.901111,gentoo penguin,22,12,2011,2011,745,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Bryde Island South,BRYS,48.1,-62.950833,-64.901111,gentoo penguin,11,1,2013,2012,882,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Bryde Island South,BRYS,48.1,-62.950833,-64.901111,gentoo penguin,12,12,2012,2012,586,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Bryde Island South,BRYS,48.1,-62.950833,-64.901111,gentoo penguin,13,1,2014,2013,625,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Bryde Island South,BRYS,48.1,-62.950833,-64.901111,gentoo penguin,15,12,2013,2013,820,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Bryde Island South,BRYS,48.1,-62.950833,-64.901111,gentoo penguin,1,2,2015,2014,870,1,chicks,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Bryde Island South,BRYS,48.1,-62.950833,-64.901111,gentoo penguin,23,12,2014,2014,884,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Bryde Island South,BRYS,48.1,-62.950833,-64.901111,gentoo penguin,21,1,2016,2015,784,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Bryde Island South,BRYS,48.1,-62.950833,-64.901111,gentoo penguin,26,1,2016,2015,733,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Bryde Island South,BRYS,48.1,-62.950833,-64.901111,gentoo penguin,24,12,2016,2016,719,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Bryde Island South,BRYS,48.1,-62.950833,-64.901111,gentoo penguin,7,1,2018,2017,740,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Bryde Island South,BRYS,48.1,-62.950833,-64.901111,gentoo penguin,16,2,2018,2017,905,1,chicks,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Bryde Island South,BRYS,48.1,-62.950833,-64.901111,gentoo penguin,17,1,2019,2018,608,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Bryde Island South,BRYS,48.1,-62.950833,-64.901111,gentoo penguin,7,12,2018,2018,473,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Bryde Island South,BRYS,48.1,-62.950833,-64.901111,gentoo penguin,26,12,2018,2018,722,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Buskin Rocks,BUSK,48.1,-55.149,-61.057,chinstrap penguin,Unknown,Unknown,1971,1971,400,5,nests,ground,"<strong>Burley, M., and A.G.E. Jones, </strong><i> 1972</i>. Joint services expedition to the Elephant Group Islands 1976-1977. monograph.",None
Byers Peninsula,BYER,48.1,-61.066,-62.633,chinstrap penguin,Unknown,Unknown,1988,1988,3,1,nests,None,"<strong>Woehler, E. J. and J. P. Croxall, </strong><i> 1997</i>. The status and trends of Antarctic and sub-Antarctic seabirds. Marine Ornithology 25:43-66.",None
Byewater Point,BYEW,48.1,-61.5021,-62.7528,chinstrap penguin,4,2,1987,1986,700,3,adults,ground,"<strong>Shuford, W. D. and B. Spear, </strong><i> 1988</i>. Surveys of breeding Chinstrap penguins in the South Shetland Island, Antarctica. British Antarctic Survey Bulletin 81:19-30.",None
Carlota Cove,CARL,48.1,-59.709059,-62.373443,chinstrap penguin,Unknown,Unknown,1975,1975,1,1,nests,ground,"<strong>Croxall, J. P. and E. D. Kirkwood, </strong><i> 1979</i>. The distribution of penguins on the Antarctic Penninulsa and islands of the Scotia Sea. British Antarctic Survey, Cambridge, United Kingdom.",None
Caroline Bluff,CARO,48.1,-57.659,-61.911,chinstrap penguin,31,1,1987,1986,5500,4,nests,ground,"<strong>Shuford, W. D. and B. Spear, </strong><i> 1988</i>. Surveys of breeding Chinstrap penguins in the South Shetland Island, Antarctica. British Antarctic Survey Bulletin 81:19-30.",None
Castle Rock,CAST,48.1,-61.5814,-62.7886,chinstrap penguin,4,2,1987,1986,5000,4,adults,ground,"<strong>Shuford, W. D. and B. Spear, </strong><i> 1988</i>. Surveys of breeding Chinstrap penguins in the South Shetland Island, Antarctica. British Antarctic Survey Bulletin 81:19-30.",None
Casy Island,CASY,48.1,-57.5052,-63.2365,chinstrap penguin,6,1,1970,1969,30,3,nests,ground,"<strong>Croxall, J. P. and E. D. Kirkwood, </strong><i> 1979</i>. The distribution of penguins on the Antarctic Penninulsa and islands of the Scotia Sea. British Antarctic Survey, Cambridge, United Kingdom.",None
Chinstrap Camp,CCMP,48.1,-54.756,-61.156,chinstrap penguin,18,1,1971,1970,24480,3,nests,ground,"<strong>Croxall, J. P. and E. D. Kirkwood, </strong><i> 1979</i>. The distribution of penguins on the Antarctic Penninulsa and islands of the Scotia Sea. British Antarctic Survey, Cambridge, United Kingdom.",None
Cape Conway (east),CCOE,48.1,-61.424,-62.838,chinstrap penguin,8,2,1987,1986,2500,3,adults,ground,"<strong>Shuford, W. D. and B. Spear, </strong><i> 1988</i>. Surveys of breeding Chinstrap penguins in the South Shetland Island, Antarctica. British Antarctic Survey Bulletin 81:19-30.",None
Cecilia Island,CECI,48.1,-59.7285,-62.4128,chinstrap penguin,11,1,2006,2005,14,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Cecilia Island,CECI,48.1,-59.7285,-62.4128,chinstrap penguin,7,12,2010,2010,0,1,nests,offshore vessel,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
"Chabrier Rock, Vaureal Peak",CHAB,48.1,-58.2961,-62.1874,chinstrap penguin,Unknown,Unknown,1979,1979,2039,1,nests,ground,"<strong>Jab&#322;onski, B., </strong><i> 1984b</i>. Distribution, number and breeding preferences of penguins in the region of the Admiralty Bay (King George Islands, South Shetland Islands in the season 1979/80*). Polish Polar Research 5:5-16.",None
"Chabrier Rock, Vaureal Peak",CHAB,48.1,-58.2961,-62.1874,chinstrap penguin,Unknown,Unknown,1980,1980,1724,1,nests,ground,"<strong>Jab&#322;onski, B., </strong><i> 1984a</i>. Distribution and numbers of penguins in the region of King George Island (South Shetland Islands in the breeding season 1980/1981*). Polish Polar Research 5:17-30.",None
"Chabrier Rock, Vaureal Peak",CHAB,48.1,-58.2961,-62.1874,chinstrap penguin,12,2,1987,1986,2500,3,adults,ground,"<strong>Shuford, W. D. and B. Spear, </strong><i> 1988</i>. Surveys of breeding Chinstrap penguins in the South Shetland Island, Antarctica. British Antarctic Survey Bulletin 81:19-30.",None
Chinstrap Cove,CHIN,48.1,-54.197,-61.245,chinstrap penguin,20,1,1977,1976,20701,4,nests,ground,"<strong>Croxall, J. P. and E. D. Kirkwood, </strong><i> 1979</i>. The distribution of penguins on the Antarctic Penninulsa and islands of the Scotia Sea. British Antarctic Survey, Cambridge, United Kingdom.",None
Christine Island,CHIS,48.1,-64.0236,-64.7946,adelie penguin,8,12,1979,1979,1292,1,nests,ground,"<strong>Parmalee, D. F. and C. C. Rimmer, </strong><i> 1987</i>. Revised penguin numbers and distributions for Anvers Island, Antarctica. British Antarctic Survey Bulletin 76:65-73.",None
Christine Island,CHIS,48.1,-64.0236,-64.7946,adelie penguin,11,12,1979,1979,1460,1,nests,ground,"<strong>Parmalee, D. F. and C. C. Rimmer, </strong><i> 1987</i>. Revised penguin numbers and distributions for Anvers Island, Antarctica. British Antarctic Survey Bulletin 76:65-73.",None
Christine Island,CHIS,48.1,-64.0236,-64.7946,adelie penguin,2,1,1983,1982,1425,1,nests,ground,"<strong>Parmalee, D. F. and C. C. Rimmer, </strong><i> 1987</i>. Revised penguin numbers and distributions for Anvers Island, Antarctica. British Antarctic Survey Bulletin 76:65-73.",None
Christine Island,CHIS,48.1,-64.0236,-64.7946,adelie penguin,1,1,1984,1983,1261,1,nests,ground,"<strong>Parmalee, D. F. and C. C. Rimmer, </strong><i> 1987</i>. Revised penguin numbers and distributions for Anvers Island, Antarctica. British Antarctic Survey Bulletin 76:65-73.",None
Christine Island,CHIS,48.1,-64.0236,-64.7946,adelie penguin,9,2,1986,1985,1455,1,chicks,ground,"<strong>Heimark, G. M. and R. J. Heimark, </strong><i> 1988</i>. Observations of birds and marine mammals at Palmer Station November 1985 to November 1986. Antarctic Journal of the United States 23:14-17.",None
Christine Island,CHIS,48.1,-64.0236,-64.7946,adelie penguin,2,12,1985,1985,1459,1,nests,ground,"<strong>Parmalee, D. F. and C. C. Rimmer, </strong><i> 1987</i>. Revised penguin numbers and distributions for Anvers Island, Antarctica. British Antarctic Survey Bulletin 76:65-73.",None
Christine Island,CHIS,48.1,-64.0236,-64.7946,adelie penguin,5,1,1987,1986,1151,1,nests,ground,"<strong>Heimark, G. M. and R. J. Heimark, </strong><i> 1988</i>. Observations of birds and marine mammals at Palmer Station November 1985 to November 1986. Antarctic Journal of the United States 23:14-17.",None
Christine Island,CHIS,48.1,-64.0236,-64.7946,adelie penguin,26,1,1992,1991,1684,1,chicks,ground,"<strong>Fraser, W. R., </strong><i> ????b</i>. Ad&#233;lie penguin breeding success and chronology studies - relative abundance of one and two chick broods, collected at Palmer Station Antarctica research area, 1991 - present. dataset.",None
Christine Island,CHIS,48.1,-64.0236,-64.7946,adelie penguin,26,1,1993,1992,1570,1,chicks,ground,"<strong>Fraser, W. R., </strong><i> ????b</i>. Ad&#233;lie penguin breeding success and chronology studies - relative abundance of one and two chick broods, collected at Palmer Station Antarctica research area, 1991 - present. dataset.",None
Christine Island,CHIS,48.1,-64.0236,-64.7946,adelie penguin,23,1,1994,1993,1539,1,chicks,ground,"<strong>Fraser, W. R., </strong><i> ????b</i>. Ad&#233;lie penguin breeding success and chronology studies - relative abundance of one and two chick broods, collected at Palmer Station Antarctica research area, 1991 - present. dataset.",None
Christine Island,CHIS,48.1,-64.0236,-64.7946,adelie penguin,17,1,1995,1994,1615,1,chicks,ground,"<strong>Fraser, W. R., </strong><i> ????b</i>. Ad&#233;lie penguin breeding success and chronology studies - relative abundance of one and two chick broods, collected at Palmer Station Antarctica research area, 1991 - present. dataset.",None
Christine Island,CHIS,48.1,-64.0236,-64.7946,adelie penguin,18,1,1996,1995,1686,1,chicks,ground,"<strong>Fraser, W. R., </strong><i> ????b</i>. Ad&#233;lie penguin breeding success and chronology studies - relative abundance of one and two chick broods, collected at Palmer Station Antarctica research area, 1991 - present. dataset.",None
Christine Island,CHIS,48.1,-64.0236,-64.7946,adelie penguin,25,1,1997,1996,1431,1,chicks,ground,"<strong>Fraser, W. R., </strong><i> ????b</i>. Ad&#233;lie penguin breeding success and chronology studies - relative abundance of one and two chick broods, collected at Palmer Station Antarctica research area, 1991 - present. dataset.",None
Christine Island,CHIS,48.1,-64.0236,-64.7946,adelie penguin,3,2,1998,1997,1237,1,chicks,ground,"<strong>Fraser, W. R., </strong><i> ????b</i>. Ad&#233;lie penguin breeding success and chronology studies - relative abundance of one and two chick broods, collected at Palmer Station Antarctica research area, 1991 - present. dataset.",None
Christine Island,CHIS,48.1,-64.0236,-64.7946,adelie penguin,23,1,1999,1998,1241,1,chicks,ground,"<strong>Fraser, W. R., </strong><i> ????b</i>. Ad&#233;lie penguin breeding success and chronology studies - relative abundance of one and two chick broods, collected at Palmer Station Antarctica research area, 1991 - present. dataset.",None
Christine Island,CHIS,48.1,-64.0236,-64.7946,adelie penguin,28,1,2000,1999,1286,1,chicks,ground,"<strong>Fraser, W. R., </strong><i> ????b</i>. Ad&#233;lie penguin breeding success and chronology studies - relative abundance of one and two chick broods, collected at Palmer Station Antarctica research area, 1991 - present. dataset.",None
Christine Island,CHIS,48.1,-64.0236,-64.7946,adelie penguin,23,1,2001,2000,1221,1,chicks,ground,"<strong>Fraser, W. R., </strong><i> ????b</i>. Ad&#233;lie penguin breeding success and chronology studies - relative abundance of one and two chick broods, collected at Palmer Station Antarctica research area, 1991 - present. dataset.",None
Christine Island,CHIS,48.1,-64.0236,-64.7946,adelie penguin,25,1,2002,2001,511,1,chicks,ground,"<strong>Fraser, W. R., </strong><i> ????b</i>. Ad&#233;lie penguin breeding success and chronology studies - relative abundance of one and two chick broods, collected at Palmer Station Antarctica research area, 1991 - present. dataset.",None
Christine Island,CHIS,48.1,-64.0236,-64.7946,adelie penguin,25,1,2003,2002,775,1,chicks,ground,"<strong>Fraser, W. R., </strong><i> ????b</i>. Ad&#233;lie penguin breeding success and chronology studies - relative abundance of one and two chick broods, collected at Palmer Station Antarctica research area, 1991 - present. dataset.",None
Christine Island,CHIS,48.1,-64.0236,-64.7946,adelie penguin,23,1,2004,2003,851,1,chicks,ground,"<strong>Fraser, W. R., </strong><i> ????b</i>. Ad&#233;lie penguin breeding success and chronology studies - relative abundance of one and two chick broods, collected at Palmer Station Antarctica research area, 1991 - present. dataset.",None
Cape Herschel (northeast),CHNE,48.1,-60.986,-64.042,chinstrap penguin,23,1,1987,1986,450,4,nests,ground,"<strong>Poncet, S. and J. Poncet, </strong><i> 1987</i>. Censuses of penguin populations of the Antarctic Peninsula 1983-1987. British Antarctic Survey Bulletin 77:109- 129.",None
Charles Point,CHPT,48.1,-61.0,-64.236,chinstrap penguin,23,1,1987,1986,10,1,nests,ground,"<strong>Poncet, S. and J. Poncet, </strong><i> 1987</i>. Censuses of penguin populations of the Antarctic Peninsula 1983-1987. British Antarctic Survey Bulletin 77:109- 129.",None
Charles Point,CHPT,48.1,-61.0,-64.236,gentoo penguin,23,1,1987,1986,130,3,nests,ground,"<strong>Poncet, S. and J. Poncet, </strong><i> 1987</i>. Censuses of penguin populations of the Antarctic Peninsula 1983-1987. British Antarctic Survey Bulletin 77:109- 129.",We have aggregated Charles Point and the point 1.5 km north of Charles Point (called Py Point in Gonzalez-Zevallos et al. 2013) as a single site. The penguins at Charles Point itself probably did not exist during the Poncet and Poncet (1987) survey.
Charles Point,CHPT,48.1,-61.0,-64.236,chinstrap penguin,5,1,1998,1997,13,2,nests,ground,"<strong>Favero, M., N. R. Coria, and M. P. Beron, </strong><i> 2000</i>. The status of breeding birds at Cierva Point and surroundings, Danco Coast, Antarctic Peninsula. Polish Polar Research 21:181-187.",None
Charles Point,CHPT,48.1,-61.0,-64.236,gentoo penguin,5,1,1998,1997,390,2,nests,ground,"<strong>Favero, M., N. R. Coria, and M. P. Beron, </strong><i> 2000</i>. The status of breeding birds at Cierva Point and surroundings, Danco Coast, Antarctic Peninsula. Polish Polar Research 21:181-187.",We have aggregated Charles Point and the point 1.5 km north of Charles Point (called Py Point in Gonzalez-Zevallos et al. 2013) as a single site.
Charles Point,CHPT,48.1,-61.0,-64.236,chinstrap penguin,11,1,2011,2010,10,1,nests,ground,"<strong>Gonz&#225;lez-Zevallos, D., M. M. Santos, E. F. Rombol&#225;, M. A. Ju&#225;res, and N. R. Coria, </strong><i> 2013</i>. Abundance and breeding distribution of seabirds in the northern part of the Danco Coast, Antarctic Peninsula. Polar Research 32:1-7.",None
Charles Point,CHPT,48.1,-61.0,-64.236,chinstrap penguin,10,12,2010,2010,7,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Charles Point,CHPT,48.1,-61.0,-64.236,gentoo penguin,11,1,2011,2010,795,1,nests,ground,"<strong>Gonz&#225;lez-Zevallos, D., M. M. Santos, E. F. Rombol&#225;, M. A. Ju&#225;res, and N. R. Coria, </strong><i> 2013</i>. Abundance and breeding distribution of seabirds in the northern part of the Danco Coast, Antarctic Peninsula. Polar Research 32:1-7.",We have aggregated Charles Point and the point 1.5 km north of Charles Point (called Py Point in Gonzalez-Zevallos et al. 2013) as a single site.
Charles Point,CHPT,48.1,-61.0,-64.236,gentoo penguin,10,12,2010,2010,746,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",We have aggregated Charles Point and the point 1.5 km north of Charles Point (called Py Point in Gonzalez-Zevallos et al. 2013) as a single site.
Cape Herschel (southeast),CHSE,48.1,-61.033,-64.078,chinstrap penguin,16,1,1984,1983,330,4,nests,ground,"<strong>Poncet, S. and J. Poncet, </strong><i> 1987</i>. Censuses of penguin populations of the Antarctic Peninsula 1983-1987. British Antarctic Survey Bulletin 77:109- 129.",None
Cape Herschel (southeast),CHSE,48.1,-61.033,-64.078,chinstrap penguin,5,1,1998,1997,316,2,nests,ground,"<strong>Favero, M., N. R. Coria, and M. P. Beron, </strong><i> 2000</i>. The status of breeding birds at Cierva Point and surroundings, Danco Coast, Antarctic Peninsula. Polish Polar Research 21:181-187.",None
Cape Herschel (southeast),CHSE,48.1,-61.033,-64.078,chinstrap penguin,12,2,2011,2010,650,1,nests,ground,"<strong>Gonz&#225;lez-Zevallos, D., M. M. Santos, E. F. Rombol&#225;, M. A. Ju&#225;res, and N. R. Coria, </strong><i> 2013</i>. Abundance and breeding distribution of seabirds in the northern part of the Danco Coast, Antarctic Peninsula. Polar Research 32:1-7.",None
Cierva Point,CIER,48.1,-60.96,-64.157,gentoo penguin,Unknown,Unknown,1991,1991,800,1,nests,ground,"<strong>Quintana, R. D., V. Cirelli, and J. L. Orgeira, </strong><i> 2000</i>. Abundance and spatial distribution of bird populations at Cierva Point, Antarctic Peninsula. Marine Ornithology 28:21-27.",None
Cierva Point,CIER,48.1,-60.96,-64.157,gentoo penguin,5,2,1993,1992,1476,1,chicks,ground,"<strong>Quintana, R. D., V. Cirelli, and J. L. Orgeira, </strong><i> 2000</i>. Abundance and spatial distribution of bird populations at Cierva Point, Antarctic Peninsula. Marine Ornithology 28:21-27.",None
Cierva Point,CIER,48.1,-60.96,-64.157,gentoo penguin,3,12,1992,1992,1044,1,nests,ground,"<strong>Quintana, R. D., V. Cirelli, and J. L. Orgeira, </strong><i> 2000</i>. Abundance and spatial distribution of bird populations at Cierva Point, Antarctic Peninsula. Marine Ornithology 28:21-27.",None
Cierva Point,CIER,48.1,-60.96,-64.157,gentoo penguin,Unknown,Unknown,1992,1992,890,1,nests,ground,"<strong>Quintana, R. D., V. Cirelli, and J. L. Orgeira, </strong><i> 2000</i>. Abundance and spatial distribution of bird populations at Cierva Point, Antarctic Peninsula. Marine Ornithology 28:21-27.",None
Cierva Point,CIER,48.1,-60.96,-64.157,gentoo penguin,Unknown,Unknown,1993,1993,1009,1,nests,ground,"<strong>Quintana, R. D., V. Cirelli, and J. L. Orgeira, </strong><i> 2000</i>. Abundance and spatial distribution of bird populations at Cierva Point, Antarctic Peninsula. Marine Ornithology 28:21-27.",None
