x_var,y_var,SPECIES,PROJECT,n_ok,lm_slope,lm_se,lm_t,lm_p,lm_R2,lm_significant,dw_stat,dw_p,acf1,pacf1,acf_sig_lags,autocorr_flag,gls_slope,gls_se,gls_t,gls_p,gls_rho,gls_AIC,used_gls,status,note
DAYs_index,mean_WKs,ADPE,COPA,8,NA,NA,NA,NA,NA,NS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,insufficient pairs for correlation,zero variance in x or y
DAYs_index,mean_WKs,CHPE,CS,19,NA,NA,NA,NA,NA,NS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,insufficient pairs for correlation,zero variance in x or y
DAYs_index,mean_WKs,GEPE,COPA,5,NA,NA,NA,NA,NA,NS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,insufficient pairs for correlation,zero variance in x or y
DAYs_index,mean_WKs,GEPE,CS,5,NA,NA,NA,NA,NA,NS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,insufficient pairs for correlation,zero variance in x or y
DAYs_index,mean_TD_ind,ADPE,COPA,8,NA,NA,NA,NA,NA,NS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,insufficient pairs for correlation,zero variance in x or y
DAYs_index,mean_TD_ind,CHPE,CS,19,NA,NA,NA,NA,NA,NS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,insufficient pairs for correlation,zero variance in x or y
DAYs_index,mean_TD_ind,GEPE,COPA,5,NA,NA,NA,NA,NA,NS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,insufficient pairs for correlation,zero variance in x or y
DAYs_index,mean_TD_ind,GEPE,CS,5,NA,NA,NA,NA,NA,NS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,insufficient pairs for correlation,zero variance in x or y
DAYs_index,mean_REVtd,ADPE,COPA,8,NA,NA,NA,NA,NA,NS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,insufficient pairs for correlation,zero variance in x or y
DAYs_index,mean_REVtd,CHPE,CS,19,NA,NA,NA,NA,NA,NS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,insufficient pairs for correlation,zero variance in x or y
DAYs_index,mean_REVtd,GEPE,COPA,5,NA,NA,NA,NA,NA,NS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,insufficient pairs for correlation,zero variance in x or y
DAYs_index,mean_REVtd,GEPE,CS,5,NA,NA,NA,NA,NA,NS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,insufficient pairs for correlation,zero variance in x or y
WKs_index,REVtd_index,ADPE,COPA,8,-0.8737833090908523,0.19853745606066378,-4.4011005602079685,0.004562949580756999,0.76349727124576,significant,2.459341608618647,0.6658907481445053,-0.2302672681750392,-0.23026726817503923,none,no_autocorr_detected,NA,NA,NA,NA,NA,NA,FALSE,ok,NA
WKs_index,REVtd_index,CHPE,CS,19,-0.023400634747488422,0.24246921093729368,-0.09650971625234592,0.9242443838971564,5.475897065853675e-4,NS,1.4972623159331184,0.11947237683693213,0.22826658685773202,0.22826658685773202,none,no_autocorr_detected,NA,NA,NA,NA,NA,NA,FALSE,ok,NA
WKs_index,REVtd_index,GEPE,COPA,5,0.4451888317686462,0.5169806263515326,0.8611325242697393,0.4524919998304753,0.19819309593153167,NS,2.302995725445318,0.42677468176861133,-0.4814700016061056,-0.4814700016061056,none,no_autocorr_detected,NA,NA,NA,NA,NA,NA,FALSE,ok,NA
WKs_index,REVtd_index,GEPE,CS,5,0.009962527882541483,0.5773216169052248,0.017256460854430413,0.9873155253675152,9.925196181041636e-5,NS,2.536903767527958,0.9411662215015436,-0.45340041817085586,-0.45340041817085586,none,no_autocorr_detected,NA,NA,NA,NA,NA,NA,FALSE,ok,NA
WKs_index,mean_DAYs,ADPE,COPA,8,NA,NA,NA,NA,NA,NS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,insufficient pairs for correlation,zero variance in x or y
WKs_index,mean_DAYs,CHPE,CS,19,NA,NA,NA,NA,NA,NS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,insufficient pairs for correlation,zero variance in x or y
WKs_index,mean_DAYs,GEPE,COPA,5,NA,NA,NA,NA,NA,NS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,insufficient pairs for correlation,zero variance in x or y
WKs_index,mean_DAYs,GEPE,CS,5,NA,NA,NA,NA,NA,NS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,insufficient pairs for correlation,zero variance in x or y
WKs_index,mean_WKs,ADPE,COPA,8,NA,NA,NA,NA,NA,NS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,insufficient pairs for correlation,zero variance in x or y
WKs_index,mean_WKs,CHPE,CS,19,NA,NA,NA,NA,NA,NS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,insufficient pairs for correlation,zero variance in x or y
WKs_index,mean_WKs,GEPE,COPA,5,NA,NA,NA,NA,NA,NS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,insufficient pairs for correlation,zero variance in x or y
WKs_index,mean_WKs,GEPE,CS,5,NA,NA,NA,NA,NA,NS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,insufficient pairs for correlation,zero variance in x or y
WKs_index,mean_TD_ind,ADPE,COPA,8,NA,NA,NA,NA,NA,NS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,insufficient pairs for correlation,zero variance in x or y
WKs_index,mean_TD_ind,CHPE,CS,19,NA,NA,NA,NA,NA,NS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,insufficient pairs for correlation,zero variance in x or y
WKs_index,mean_TD_ind,GEPE,COPA,5,NA,NA,NA,NA,NA,NS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,insufficient pairs for correlation,zero variance in x or y
WKs_index,mean_TD_ind,GEPE,CS,5,NA,NA,NA,NA,NA,NS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,insufficient pairs for correlation,zero variance in x or y
WKs_index,mean_REVtd,ADPE,COPA,8,NA,NA,NA,NA,NA,NS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,insufficient pairs for correlation,zero variance in x or y
WKs_index,mean_REVtd,CHPE,CS,19,NA,NA,NA,NA,NA,NS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,insufficient pairs for correlation,zero variance in x or y
WKs_index,mean_REVtd,GEPE,COPA,5,NA,NA,NA,NA,NA,NS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,insufficient pairs for correlation,zero variance in x or y
WKs_index,mean_REVtd,GEPE,CS,5,NA,NA,NA,NA,NA,NS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,insufficient pairs for correlation,zero variance in x or y
REVtd_index,mean_DAYs,ADPE,COPA,8,NA,NA,NA,NA,NA,NS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,insufficient pairs for correlation,zero variance in x or y
REVtd_index,mean_DAYs,CHPE,CS,19,NA,NA,NA,NA,NA,NS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,insufficient pairs for correlation,zero variance in x or y
REVtd_index,mean_DAYs,GEPE,COPA,5,NA,NA,NA,NA,NA,NS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,insufficient pairs for correlation,zero variance in x or y
REVtd_index,mean_DAYs,GEPE,CS,5,NA,NA,NA,NA,NA,NS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,insufficient pairs for correlation,zero variance in x or y
REVtd_index,mean_WKs,ADPE,COPA,8,NA,NA,NA,NA,NA,NS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,insufficient pairs for correlation,zero variance in x or y
REVtd_index,mean_WKs,CHPE,CS,19,NA,NA,NA,NA,NA,NS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,insufficient pairs for correlation,zero variance in x or y
REVtd_index,mean_WKs,GEPE,COPA,5,NA,NA,NA,NA,NA,NS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,insufficient pairs for correlation,zero variance in x or y
REVtd_index,mean_WKs,GEPE,CS,5,NA,NA,NA,NA,NA,NS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,insufficient pairs for correlation,zero variance in x or y
REVtd_index,mean_TD_ind,ADPE,COPA,8,NA,NA,NA,NA,NA,NS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,insufficient pairs for correlation,zero variance in x or y
REVtd_index,mean_TD_ind,CHPE,CS,19,NA,NA,NA,NA,NA,NS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,insufficient pairs for correlation,zero variance in x or y
REVtd_index,mean_TD_ind,GEPE,COPA,5,NA,NA,NA,NA,NA,NS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,insufficient pairs for correlation,zero variance in x or y
REVtd_index,mean_TD_ind,GEPE,CS,5,NA,NA,NA,NA,NA,NS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,insufficient pairs for correlation,zero variance in x or y
REVtd_index,mean_REVtd,ADPE,COPA,8,NA,NA,NA,NA,NA,NS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,insufficient pairs for correlation,zero variance in x or y
REVtd_index,mean_REVtd,CHPE,CS,19,NA,NA,NA,NA,NA,NS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,insufficient pairs for correlation,zero variance in x or y
REVtd_index,mean_REVtd,GEPE,COPA,5,NA,NA,NA,NA,NA,NS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,insufficient pairs for correlation,zero variance in x or y
REVtd_index,mean_REVtd,GEPE,CS,5,NA,NA,NA,NA,NA,NS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,insufficient pairs for correlation,zero variance in x or y
mean_DAYs,mean_WKs,ADPE,COPA,8,NA,NA,NA,NA,NA,NS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,insufficient pairs for correlation,zero variance in x or y
mean_DAYs,mean_WKs,CHPE,CS,19,NA,NA,NA,NA,NA,NS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,insufficient pairs for correlation,zero variance in x or y
mean_DAYs,mean_WKs,GEPE,COPA,5,NA,NA,NA,NA,NA,NS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,insufficient pairs for correlation,zero variance in x or y
mean_DAYs,mean_WKs,GEPE,CS,5,NA,NA,NA,NA,NA,NS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,insufficient pairs for correlation,zero variance in x or y
mean_DAYs,mean_TD_ind,ADPE,COPA,8,NA,NA,NA,NA,NA,NS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,insufficient pairs for correlation,zero variance in x or y
mean_DAYs,mean_TD_ind,CHPE,CS,19,NA,NA,NA,NA,NA,NS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,insufficient pairs for correlation,zero variance in x or y
mean_DAYs,mean_TD_ind,GEPE,COPA,5,NA,NA,NA,NA,NA,NS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,insufficient pairs for correlation,zero variance in x or y
mean_DAYs,mean_TD_ind,GEPE,CS,5,NA,NA,NA,NA,NA,NS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,insufficient pairs for correlation,zero variance in x or y
mean_DAYs,mean_REVtd,ADPE,COPA,8,NA,NA,NA,NA,NA,NS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,insufficient pairs for correlation,zero variance in x or y
mean_DAYs,mean_REVtd,CHPE,CS,19,NA,NA,NA,NA,NA,NS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,insufficient pairs for correlation,zero variance in x or y
mean_DAYs,mean_REVtd,GEPE,COPA,5,NA,NA,NA,NA,NA,NS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,insufficient pairs for correlation,zero variance in x or y
mean_DAYs,mean_REVtd,GEPE,CS,5,NA,NA,NA,NA,NA,NS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,insufficient pairs for correlation,zero variance in x or y
mean_WKs,mean_TD_ind,ADPE,COPA,8,NA,NA,NA,NA,NA,NS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,insufficient pairs for correlation,zero variance in x or y
mean_WKs,mean_TD_ind,CHPE,CS,19,NA,NA,NA,NA,NA,NS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,insufficient pairs for correlation,zero variance in x or y
mean_WKs,mean_TD_ind,GEPE,COPA,5,NA,NA,NA,NA,NA,NS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,insufficient pairs for correlation,zero variance in x or y
mean_WKs,mean_TD_ind,GEPE,CS,5,NA,NA,NA,NA,NA,NS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,insufficient pairs for correlation,zero variance in x or y
mean_WKs,mean_REVtd,ADPE,COPA,8,NA,NA,NA,NA,NA,NS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,insufficient pairs for correlation,zero variance in x or y
mean_WKs,mean_REVtd,CHPE,CS,19,NA,NA,NA,NA,NA,NS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,insufficient pairs for correlation,zero variance in x or y
mean_WKs,mean_REVtd,GEPE,COPA,5,NA,NA,NA,NA,NA,NS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,insufficient pairs for correlation,zero variance in x or y
mean_WKs,mean_REVtd,GEPE,CS,5,NA,NA,NA,NA,NA,NS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,insufficient pairs for correlation,zero variance in x or y
mean_TD_ind,mean_REVtd,ADPE,COPA,8,NA,NA,NA,NA,NA,NS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,insufficient pairs for correlation,zero variance in x or y
mean_TD_ind,mean_REVtd,CHPE,CS,19,NA,NA,NA,NA,NA,NS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,insufficient pairs for correlation,zero variance in x or y
mean_TD_ind,mean_REVtd,GEPE,COPA,5,NA,NA,NA,NA,NA,NS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,insufficient pairs for correlation,zero variance in x or y
mean_TD_ind,mean_REVtd,GEPE,CS,5,NA,NA,NA,NA,NA,NS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,insufficient pairs for correlation,zero variance in x or y
